faprotax_taxa	ncbi_taxa	rank
Gammaproteobacteria Chromobacterium	Chromobacterium	genus
Gammaproteobacteria Cycloclasticus	Cycloclasticus	genus
Gammaproteobacteria Eikenella	Eikenella	genus
Gammaproteobacteria Halorhodospira	Halorhodospira	genus
Gammaproteobacteria Hydrogenovibrio	Hydrogenovibrio	genus
Gammaproteobacteria Ideonella	Ideonella	genus
Gammaproteobacteria Marinicella	Marinicella	genus
Gammaproteobacteria Massilia	Massilia	genus
Gammaproteobacteria Methylococcales	Methylococcales	order
Gammaproteobacteria Methylophaga	Methylophaga	genus
Gammaproteobacteria Microbulbifer	Microbulbifer	genus
Gammaproteobacteria Morococcus	Morococcus	genus
Gammaproteobacteria Nitrococcus	Nitrococcus	genus
Gammaproteobacteria Rhizobacter	Rhizobacter	genus
Gammaproteobacteria Rhodanobacter	Rhodanobacter	genus
Gammaproteobacteria Rhodoferax	Rhodoferax	genus
Gammaproteobacteria Rugamonas	Rugamonas	genus
Gammaproteobacteria Sutterella	Sutterella	genus
Gammaproteobacteria Thiomargarita	Thiomargarita	genus
Gammaproteobacteria Thioploca	Thioploca	genus
Gammaproteobacteria Thiorhodospira	Thiorhodospira	genus
Gammaproteobacteria Vitreoscilla	Vitreoscilla	genus
Geobacteraceae Geoalkalibacter	Geoalkalibacter	genus
Geobacteraceae Geobacter	Geobacter	genus
Geodermatophilaceae Blastococcus	Blastococcus	genus
Geodermatophilaceae Geodermatophilus	Geodermatophilus	genus
Geodermatophilaceae Modestobacter	Modestobacter	genus
Hahellaceae Hahella	Hahella	genus
Halanaerobiaceae Halanaerobium	Halanaerobium	genus
Halanaerobiaceae Halocella	Halocella	genus
Halobacteriales Halobacterium	Halobacterium	genus
Halobacteriales Halobaculum	Halobaculum	genus
Halobacteriales Haloferax	Haloferax	genus
Halobacteriales Halogeometricum	Halogeometricum	genus
Halobacteriales Haloterrigena	Haloterrigena	genus
Halobacteriales Natrinema	Natrinema	genus
Halobacteriales Natronomonas	Natronomonas	genus
Halobacteroidaceae Halanaerobacter	Halanaerobacter	genus
Halobacteroidaceae Halobacteroides	Halobacteroides	genus
Halobacteroidaceae Halonatronum	Halonatronum	genus
Halobacteroidaceae Natroniella	Natroniella	genus
Halobacteroidaceae Orenia	Orenia	genus
Halobacteroidaceae Sporohalobacter	Sporohalobacter	genus
Haloferax haloarchaeon MSNC 14(3)	haloarchaeon MSNC 14(3)	species
Haloferax haloarchaeon MSNC 16(6)	haloarchaeon MSNC 16(6)	species
Haloferax haloarchaeon MSNC 4(1)	haloarchaeon MSNC 4(1)	species
Halomonadaceae Halomonas	Halomonas	genus
Halomonadaceae Zymobacter	Zymobacter	genus
Halothiobacillaceae Halothiobacillus	Halothiobacillus	genus
Helicobacteraceae Wolinella	Wolinella	genus
Heliobacteriaceae Heliobacterium	Heliobacterium	genus
Heliobacteriaceae Heliorestis	Heliorestis	genus
Holophagaceae Geothrix	Geothrix	genus
Holophagaceae Holophaga	Holophaga	genus
Hydrogenophilaceae Hydrogenophilus	Hydrogenophilus	genus
Hydrogenophilaceae Thiobacillus	Thiobacillus	genus
Ignicoccaceae Ignicoccus	Ignicoccus	genus
Intrasporangiaceae Arsenicicoccus	Arsenicicoccus	genus
Intrasporangiaceae Janibacter	Janibacter	genus
Intrasporangiaceae Knoellia	Knoellia	genus
Intrasporangiaceae Kribbia	Kribbia	genus
Intrasporangiaceae Ornithinicoccus	Ornithinicoccus	genus
Intrasporangiaceae Ornithinimicrobium	Ornithinimicrobium	genus
Intrasporangiaceae Oryzihumus	Oryzihumus	genus
Intrasporangiaceae Phycicoccus	Phycicoccus	genus
Intrasporangiaceae Terrabacter	Terrabacter	genus
Intrasporangiaceae Tetrasphaera	Tetrasphaera	genus
Kineosporiaceae Kineococcus	Kineococcus	genus
Kineosporiaceae Kineosporia	Kineosporia	genus
Kineosporiaceae Pseudokineococcus	Pseudokineococcus	genus
Lachnospiraceae Acetitomaculum	Acetitomaculum	genus
Lachnospiraceae Anaerostipes	Anaerostipes	genus
Lachnospiraceae Butyrivibrio	Butyrivibrio	genus
Lachnospiraceae Catonella	Catonella	genus
Lachnospiraceae Coprococcus	Coprococcus	genus
Lachnospiraceae Dorea	Dorea	genus
Lachnospiraceae Hespellia	Hespellia	genus
Lachnospiraceae Lachnobacterium	Lachnobacterium	genus
Lachnospiraceae Lachnospira	Lachnospira	genus
Lachnospiraceae Moryella	Moryella	genus
Lachnospiraceae Oribacterium	Oribacterium	genus
Lachnospiraceae Parasporobacterium	Parasporobacterium	genus
Lachnospiraceae Pseudobutyrivibrio	Pseudobutyrivibrio	genus
Lachnospiraceae Roseburia	Roseburia	genus
Lachnospiraceae Shuttleworthia	Shuttleworthia	genus
Lachnospiraceae Sporobacterium	Sporobacterium	genus
Lactobacillaceae Lactobacillus	Lactobacillus	genus
Legionellaceae Legionella	Legionella	genus
Lentisphaeraceae Lentisphaera	Lentisphaera	genus
Leptotrichiaceae Sebaldella	Sebaldella	genus
Leptotrichiaceae Sneathia	Sneathia	genus
Leptotrichiaceae Streptobacillus	Streptobacillus	genus
Leuconostocaceae Leuconostoc	Leuconostoc	genus
Leuconostocaceae Oenococcus	Oenococcus	genus
Leuconostocaceae Weissella	Weissella	genus
Listeriaceae Brochothrix	Brochothrix	genus
Listeriaceae Listeria	Listeria	genus
Magnetospiraceae Magnetospira	Magnetospira	genus
Marinilabiliaceae Alkaliflexus	Alkaliflexus	genus
Marinilabiliaceae Anaerophaga	Anaerophaga	genus
Marinilabiliaceae Marinilabilia	Marinilabilia	genus
Methanobacteriaceae Methanobacterium	Methanobacterium	genus
Methanobacteriaceae Methanobrevibacter	Methanobrevibacter	genus
Methanobacteriales Methanobacteriaceae	Methanobacteriaceae	family
Methanobacteriales Methanothermobacter	Methanothermobacter	genus
Methanococcaceae Methanococcus	Methanococcus	genus
Methanococcaceae Methanothermococcus	Methanothermococcus	genus
Methanococcales Methanocaldococcaceae	Methanocaldococcaceae	family
Methanococcales Methanococcaceae	Methanococcaceae	family
Methanococcales Methanococcus	Methanococcus	genus
Methanococcales Methanothermococcus	Methanothermococcus	genus
Methanocorpusculaceae Methanocalculus	Methanocalculus	genus
Methanocorpusculaceae Methanocorpusculum	Methanocorpusculum	genus
Methanomassiliicoccaceae Methanomassiliicoccus	Methanomassiliicoccus	genus
Methanomicrobiaceae Methanoculleus	Methanoculleus	genus
Methanomicrobiaceae Methanofollis	Methanofollis	genus
Methanomicrobiaceae Methanolacinia	Methanolacinia	genus
Methanomicrobiaceae Methanomicrobium	Methanomicrobium	genus
Methanomicrobiaceae Methanoplanus	Methanoplanus	genus
Methanopyrales Methanopyraceae	Methanopyraceae	family
Methanosarcinaceae Methanosarcina	Methanosarcina	genus
Methanosarcinales Methanosarcinaceae	Methanosarcinaceae	family
Methanospirillaceae Methanospirillum	Methanospirillum	genus
Methanothermaceae Methanothermus	Methanothermus	genus
Methylococcales Methylosarcina	Methylosarcina	genus
Methylococcales Methylosphaera	Methylosphaera	genus
Methylophilaceae Methylophilus	Methylophilus	genus
Methylophilaceae Methylovorus	Methylovorus	genus
Microbacteriaceae Agromyces	Agromyces	genus
Microbacteriaceae Clavibacter	Clavibacter	genus
Microbacteriaceae Cryobacterium	Cryobacterium	genus
Microbacteriaceae Curtobacterium	Curtobacterium	genus
Microbacteriaceae Frondihabitans	Frondihabitans	genus
Microbacteriaceae Gryllotalpicola	Gryllotalpicola	genus
Microbacteriaceae Gulosibacter	Gulosibacter	genus
Microbacteriaceae Herbiconiux	Herbiconiux	genus
Microbacteriaceae Humibacter	Humibacter	genus
Microbacteriaceae Leifsonia	Leifsonia	genus
Microbacteriaceae Leucobacter	Leucobacter	genus
Microbacteriaceae Microbacterium	Microbacterium	genus
Microbacteriaceae Microcella	Microcella	genus
Microbacteriaceae Microterricola	Microterricola	genus
Microbacteriaceae Mycetocola	Mycetocola	genus
Micrococcaceae Kocuria	Kocuria	genus
Micrococcaceae Micrococcus	Micrococcus	genus
Micrococcaceae Nesterenkonia	Nesterenkonia	genus
Micrococcaceae Rothia	Rothia	genus
Micrococcales Cellulosimicrobium	Cellulosimicrobium	genus
Micrococcales Isoptericola	Isoptericola	genus
Micromonosporaceae Actinoplanes	Actinoplanes	genus
Micromonosporaceae Catellatospora	Catellatospora	genus
Micromonosporaceae Couchioplanes	Couchioplanes	genus
Micromonosporaceae Dactylosporangium	Dactylosporangium	genus
Micromonosporaceae Hamadaea	Hamadaea	genus
Micromonosporaceae Micromonospora	Micromonospora	genus
Micromonosporaceae Pilimelia	Pilimelia	genus
Micromonosporaceae Rugosimonospora	Rugosimonospora	genus
Micromonosporaceae Spirilliplanes	Spirilliplanes	genus
Micromonosporaceae Verrucosispora	Verrucosispora	genus
Moraxellaceae Acinetobacter	Acinetobacter	genus
Moraxellaceae Enhydrobacter	Enhydrobacter	genus
Moraxellaceae Psychrobacter	Psychrobacter	genus
Mycobacteriaceae Mycobacterium	Mycobacterium	genus
Mycoplasmataceae Mycoplasma	Mycoplasma	genus
Myxococcaceae Corallococcus	Corallococcus	genus
Nakamurellaceae Nakamurella	Nakamurella	genus
Nautiliaceae Caminibacter	Caminibacter	genus
Nautiliaceae Lebetimonas	Lebetimonas	genus
Neisseriaceae Neisseria	Neisseria	genus
Nitrosococcaceae Nitrosococcus	Nitrosococcus	genus
Nitrosopumilaceae Nitrosopumilus	Nitrosopumilus	genus
Nitrososphaerales Nitrososphaeraceae	Nitrososphaeraceae	family
Nitrospinaceae Nitrospina	Nitrospina	genus
Nitrospirae Nitrospira	Nitrospira	class
Nitrospirae Thermodesulfovibrio	Thermodesulfovibrio	genus
Nocardiaceae Gordonia	Gordonia	genus
Nocardiaceae Nocardia	Nocardia	genus
Nocardiaceae Rhodococcus	Rhodococcus	genus
Nocardiaceae Skermania	Skermania	genus
Nocardiaceae Williamsia	Williamsia	genus
Nocardioidaceae Aeromicrobium	Aeromicrobium	genus
Nocardioidaceae Marmoricola	Marmoricola	genus
Nocardioidaceae Nocardioides	Nocardioides	genus
Nocardiopsaceae Nocardiopsis	Nocardiopsis	genus
Nocardiopsaceae Thermobifida	Thermobifida	genus
Oceanospirillaceae Neptunomonas	Neptunomonas	genus
Oceanospirillales Balneatrix	Balneatrix	genus
Opitutaceae Opitutus	Opitutus	genus
Oxalobacteraceae Telluria	Telluria	genus
Paenibacillaceae Paenibacillus	Paenibacillus	genus
Paenibacillaceae Thermobacillus	Thermobacillus	genus
Pasteurellaceae Actinobacillus	Actinobacillus	genus
Pasteurellaceae Haemophilus	Haemophilus	genus
Pasteurellaceae Mannheimia	Mannheimia	genus
Pasteurellaceae Pasteurella	Pasteurella	genus
Pasteurellaceae Phocoenobacter	Phocoenobacter	genus
Peptococcaceae Desulfitobacterium	Desulfitobacterium	genus
Peptococcaceae Desulfonispora	Desulfonispora	genus
Peptococcaceae Desulfosporosinus	Desulfosporosinus	genus
Peptococcaceae Desulfotomaculum	Desulfotomaculum	genus
Peptococcaceae Pelotomaculum	Pelotomaculum	genus
Peptococcaceae Sporotomaculum	Sporotomaculum	genus
Peptococcaceae Syntrophobotulus	Syntrophobotulus	genus
Phyllobacteriaceae Amaricoccus	Amaricoccus	genus
Picrophilaceae Picrophilus	Picrophilus	genus
Piscirickettsiaceae Piscirickettsia	Piscirickettsia	genus
Planctomycetes Blastopirellula	Blastopirellula	genus
Planctomycetes Isosphaera	Isosphaera	genus
Planctomycetes Rhodopirellula	Rhodopirellula	genus
Planctomycetes Schlesneria	Schlesneria	genus
Planctomycetes Singulisphaera	Singulisphaera	genus
Planococcaceae Domibacillus	Domibacillus	genus
Planococcaceae Jeotgalibacillus	Jeotgalibacillus	genus
Planococcaceae Planomicrobium	Planomicrobium	genus
Polyangiaceae Chondromyces	Chondromyces	genus
Polyangiaceae Sorangium	Sorangium	genus
Prevotellaceae Alloprevotella	Alloprevotella	genus
Prevotellaceae Prevotella	Prevotella	genus
Promicromonosporaceae Cellulosimicrobium	Cellulosimicrobium	genus
Promicromonosporaceae Isoptericola	Isoptericola	genus
Promicromonosporaceae Xylanibacterium	Xylanibacterium	genus
Promicromonosporaceae Xylanimicrobium	Xylanimicrobium	genus
Promicromonosporaceae Xylanimonas	Xylanimonas	genus
Propionibacteriaceae Aestuariimicrobium	Aestuariimicrobium	genus
Propionibacteriaceae Brooklawnia	Brooklawnia	genus
Propionibacteriaceae Friedmanniella	Friedmanniella	genus
Propionibacteriaceae Luteococcus	Luteococcus	genus
Propionibacteriaceae Microlunatus	Microlunatus	genus
Propionibacteriaceae Micropruina	Micropruina	genus
Propionibacteriaceae Propionibacterium	Propionibacterium	genus
Propionibacteriaceae Propionicicella	Propionicicella	genus
Propionibacteriaceae Propionicimonas	Propionicimonas	genus
Propionibacteriaceae Propioniferax	Propioniferax	genus
Propionibacteriaceae Propionimicrobium	Propionimicrobium	genus
Proteobacteria Achromobacter	Achromobacter	genus
Proteobacteria Acidithiobacillus	Acidithiobacillus	genus
Proteobacteria Alcanivorax	Alcanivorax	genus
Proteobacteria Amaricoccus	Amaricoccus	genus
Proteobacteria Aquabacter	Aquabacter	genus
Proteobacteria Comamonas	Comamonas	genus
Proteobacteria Cucumibacter	Cucumibacter	genus
Proteobacteria Dichotomicrobium	Dichotomicrobium	genus
Proteobacteria Duganella	Duganella	genus
Proteobacteria Filomicrobium	Filomicrobium	genus
Proteobacteria Halothiobacillus	Halothiobacillus	genus
Proteobacteria Herbaspirillum	Herbaspirillum	genus
Proteobacteria Leptothrix	Leptothrix	genus
Proteobacteria Magnetospirillum	Magnetospirillum	genus
Proteobacteria Magnetovibrio	Magnetovibrio	genus
Proteobacteria Paracraurococcus	Paracraurococcus	genus
Proteobacteria Phaeospirillum	Phaeospirillum	genus
Proteobacteria Reyranella	Reyranella	genus
Proteobacteria Rhodocista	Rhodocista	genus
Proteobacteria Rhodospira	Rhodospira	genus
Proteobacteria Rhodospirillum	Rhodospirillum	genus
Proteobacteria Rhodovibrio	Rhodovibrio	genus
Proteobacteria Roseibium	Roseibium	genus
Proteobacteria Roseinatronobacter	Roseinatronobacter	genus
Proteobacteria Roseospira	Roseospira	genus
Proteobacteria Roseospirillum	Roseospirillum	genus
Proteobacteria Rubrivivax	Rubrivivax	genus
Proteobacteria Sphaerotilus	Sphaerotilus	genus
Proteobacteria Stella	Stella	genus
Proteobacteria Thermithiobacillus	Thermithiobacillus	genus
Pseudomonadaceae Azotobacter	Azotobacter	genus
Pseudomonadaceae Cellvibrio	Cellvibrio	genus
Pseudomonadaceae Pseudomonas	Pseudomonas	genus
Pseudomonadales Moraxella	Moraxella	genus
Pseudonocardiaceae Actinophytocola	Actinophytocola	genus
Pseudonocardiaceae Actinosynnema	Actinosynnema	genus
Pseudonocardiaceae Crossiella	Crossiella	genus
Pseudonocardiaceae Kibdelosporangium	Kibdelosporangium	genus
Pseudonocardiaceae Kutzneria	Kutzneria	genus
Pseudonocardiaceae Pseudonocardia	Pseudonocardia	genus
Pseudonocardiaceae Saccharomonospora	Saccharomonospora	genus
Pseudonocardiaceae Saccharopolyspora	Saccharopolyspora	genus
Pseudonocardiaceae Thermocrispum	Thermocrispum	genus
Psychrobacter Enhydrobacter	Enhydrobacter	genus
Puniceicoccaceae Cerasicoccus	Cerasicoccus	genus
Puniceicoccaceae Coraliomargarita	Coraliomargarita	genus
Puniceicoccaceae Pelagicoccus	Pelagicoccus	genus
Pyrodictiaceae Hyperthermus	Hyperthermus	genus
Pyrodictiaceae Pyrodictium	Pyrodictium	genus
Pyrodictiaceae Pyrolobus	Pyrolobus	genus
Rarobacteraceae Rarobacter	Rarobacter	genus
Rhizobiaceae Agrobacterium	Agrobacterium	genus
Rhizobiaceae Ensifer	Ensifer	genus
Rhizobiaceae Sinorhizobium	Sinorhizobium	genus
Rhizobiales Afipia	Afipia	genus
Rhizobiales Albibacter	Albibacter	genus
Rhizobiales Aminobacter	Aminobacter	genus
Rhizobiales Ancalomicrobium	Ancalomicrobium	genus
Rhizobiales Ancylobacter	Ancylobacter	genus
Rhizobiales Aquamicrobium	Aquamicrobium	genus
Rhizobiales Blastochloris	Blastochloris	genus
Rhizobiales Bosea	Bosea	genus
Rhizobiales Bradyrhizobium	Bradyrhizobium	genus
Rhizobiales Brucella	Brucella	genus
Rhizobiales Devosia	Devosia	genus
Rhizobiales Gemmiger	Gemmiger	genus
Rhizobiales Hyphomicrobium	Hyphomicrobium	genus
Rhizobiales Maritalea	Maritalea	genus
Rhizobiales Mesorhizobium	Mesorhizobium	genus
Rhizobiales Methylobacterium	Methylobacterium	genus
Rhizobiales Methylocystis	Methylocystis	genus
Rhizobiales Methylopila	Methylopila	genus
Rhizobiales Methylorhabdus	Methylorhabdus	genus
Rhizobiales Microvirga	Microvirga	genus
Rhizobiales Nitrobacter	Nitrobacter	genus
Rhizobiales Pedomicrobium	Pedomicrobium	genus
Rhizobiales Pelagibacterium	Pelagibacterium	genus
Rhizobiales Phyllobacterium	Phyllobacterium	genus
Rhizobiales Rhodoblastus	Rhodoblastus	genus
Rhizobiales Rhodomicrobium	Rhodomicrobium	genus
Rhizobiales Rhodoplanes	Rhodoplanes	genus
Rhizobiales Rhodopseudomonas	Rhodopseudomonas	genus
Rhizobiales Seliberia	Seliberia	genus
Rhizobiales Starkeya	Starkeya	genus
Rhodobacteraceae Albimonas	Albimonas	genus
Rhodobacteraceae Amaricoccus	Amaricoccus	genus
Rhodobacteraceae Antarctobacter	Antarctobacter	genus
Rhodobacteraceae Cereibacter	Cereibacter	genus
Rhodobacteraceae Citreicella	Citreicella	genus
Rhodobacteraceae Citreimonas	Citreimonas	genus
Rhodobacteraceae Dinoroseobacter	Dinoroseobacter	genus
Rhodobacteraceae Gemmobacter	Gemmobacter	genus
Rhodobacteraceae Jannaschia	Jannaschia	genus
Rhodobacteraceae Ketogulonicigenium	Ketogulonicigenium	genus
Rhodobacteraceae Lentibacter	Lentibacter	genus
Rhodobacteraceae Litoreibacter	Litoreibacter	genus
Rhodobacteraceae Marinosulfonomonas	Marinosulfonomonas	genus
Rhodobacteraceae Marivita	Marivita	genus
Rhodobacteraceae Methylarcula	Methylarcula	genus
Rhodobacteraceae Paracoccus	Paracoccus	genus
Rhodobacteraceae Rhodobaca	Rhodobaca	genus
Rhodobacteraceae Rhodobacter	Rhodobacter	genus
Rhodobacteraceae Rhodovulum	Rhodovulum	genus
Rhodobacteraceae Roseivivax	Roseivivax	genus
Rhodobacteraceae Roseobacter	Roseobacter	genus
Rhodobacteraceae Roseovarius	Roseovarius	genus
Rhodobacteraceae Ruegeria	Ruegeria	genus
Rhodobacteraceae Sagittula	Sagittula	genus
Rhodobacteraceae Shimia	Shimia	genus
Rhodobacteraceae Sulfitobacter	Sulfitobacter	genus
Rhodobacteraceae Thalassobius	Thalassobius	genus
Rhodocyclaceae Azoarcus	Azoarcus	genus
Rhodocyclaceae Azospira	Azospira	genus
Rhodocyclaceae Azovibrio	Azovibrio	genus
Rhodocyclaceae Dechloromonas	Dechloromonas	genus
Rhodocyclaceae Ferribacterium	Ferribacterium	genus
Rhodocyclaceae Propionivibrio	Propionivibrio	genus
Rhodocyclaceae Rhodocyclus	Rhodocyclus	genus
Rhodocyclaceae Thauera	Thauera	genus
Rhodocyclaceae Zoogloea	Zoogloea	genus
Rikenellaceae Alistipes	Alistipes	genus
Rikenellaceae Rikenella	Rikenella	genus
Rubritaleaceae Rubritalea	Rubritalea	genus
Ruminococcaceae Acetanaerobacterium	Acetanaerobacterium	genus
Ruminococcaceae Acetivibrio	Acetivibrio	genus
Ruminococcaceae Anaerofilum	Anaerofilum	genus
Ruminococcaceae Anaerotruncus	Anaerotruncus	genus
Ruminococcaceae Ethanoligenens	Ethanoligenens	genus
Ruminococcaceae Faecalibacterium	Faecalibacterium	genus
Ruminococcaceae Papillibacter	Papillibacter	genus
Ruminococcaceae Ruminococcus	Ruminococcus	genus
Ruminococcaceae Sporobacter	Sporobacter	genus
Ruminococcaceae Subdoligranulum	Subdoligranulum	genus
Sanguibacteraceae Sanguibacter	Sanguibacter	genus
Saprospiraceae Aureispira	Aureispira	genus
Saprospiraceae Haliscomenobacter	Haliscomenobacter	genus
Saprospiraceae Lewinella	Lewinella	genus
Saprospiraceae Portibacter	Portibacter	genus
Saprospiraceae Rubidimonas	Rubidimonas	genus
Saprospiraceae Saprospira	Saprospira	genus
Shewanellaceae Shewanella	Shewanella	genus
Shihouhao Klebsiella oxytoca	Klebsiella oxytoca	species
Solirubrobacteraceae Solirubrobacter	Solirubrobacter	genus
Sphingobacteriaceae Pedobacter	Pedobacter	genus
Sphingomonadaceae Erythromicrobium	Erythromicrobium	genus
Sphingomonadaceae Porphyrobacter	Porphyrobacter	genus
Sphingomonadaceae Sandaracinobacter	Sandaracinobacter	genus
Sphingomonadaceae Zymomonas	Zymomonas	genus
Spirochaetaceae Spirochaeta	Spirochaeta	genus
Sporichthyaceae Sporichthya	Sporichthya	genus
Sporolactobacillaceae Sporolactobacillus	Sporolactobacillus	genus
