microtrait_hmm-name	microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_ec	microtrait_hmm-dbxref_TC	microtrait_hmm-description	microtrait_hmm-notes
nukG	K20461	NA	3.A.1.124.3;3.A.1.124.4;3.A.1.124.5	lantibiotic transport system permease protein	NA
nupC	K11535	NA	2.A.41.1.1_P0AFF2;2.A.41.1.2_P39141	nucleoside transport protein	NA
nupG	K03289	NA	2.A.1.10.1_P0AFF4	MFS transporter, NHS family, nucleoside permease	NA
nupX	K16325	NA	2.A.41.2.10_P33021	nucleoside permease	NA
occP	K10021	3.6.3.-	3.A.1.3.23_Q9HU32	octopine/nopaline transport system ATP-binding protein [EC:3.6.3.-]	NA
occQ	K10020	NA	3.A.1.3.5;3.A.1.3.6	octopine/nopaline transport system permease protein	NA
occM	K10019	NA	3.A.1.3.23_Q9HU29	octopine/nopaline transport system permease protein	NA
occT	K10018	NA	3.A.1.3.5;3.A.1.3.6	octopine/nopaline transport system substrate-binding protein	NA
oleC4	K18232	NA	3.A.1.105.2	oleandomycin transport system ATP-binding protein	NA
oleC5	K18233	NA	3.A.1.105.2	oleandomycin transport system permease protein	NA
ompA	K03162	NA	1.B.2.1.1_P10332	major outer membrane protein	NA
opmD	K18308	NA	1.B.17;2.A.6.2.32	outer membrane protein, multidrug efflux system	NA
opmE	K19593	NA	1.B.17;2.A.6.2.34	outer membrane protein, multidrug efflux system	NA
oppA1	K15580	NA	3.A.1.5.18_O31315;3.A.1.5.18_O50927;3.A.1.5.18_O51307;3.A.1.5.18_O51308;3.A.1.5.18_O54584;3.A.1.5.19_Q2FZR3;3.A.1.5.1_P06202;3.A.1.5.1_P77348;3.A.1.5.25_Q64K09;3.A.1.5.25_Q9CIL2;3.A.1.5.37_B1W1M2;3.A.1.5.41_P23843;3.A.1.5.41_P77348;3.A.1.5.41_Q46863	oligopeptide transport system substrate-binding protein	NA
oppB1	K15581	NA	3.A.1.5.18_O31307;3.A.1.5.19_Q2FZR7;3.A.1.5.1_P08005;3.A.1.5.25_Q9CIL1;3.A.1.5.37_B1W1M1;3.A.1.5.41_P0AFH2	oligopeptide transport system permease protein	NA
oppC1	K15582	NA	3.A.1.5.18_O51310;3.A.1.5.19_Q2FZR6;3.A.1.5.1_P08006;3.A.1.5.25_Q9CIL0;3.A.1.5.37_B1W1M0;3.A.1.5.41_P0AFH6	oligopeptide transport system permease protein	NA
oppD1	K15583	NA	3.A.1.5.18_O31309;3.A.1.5.19_Q2FZR5;3.A.1.5.1_P04285;3.A.1.5.20_P42064;3.A.1.5.25_Q9CIK9;3.A.1.5.37_B1W1L9;3.A.1.5.41_P76027	oligopeptide transport system ATP-binding protein	NA
oppF1	K10823	NA	3.A.1.5.18_O31310;3.A.1.5.19_Q2FZR4;3.A.1.5.1_P08007;3.A.1.5.20_P42065;3.A.1.5.25_Q9CIK8;3.A.1.5.37_B1W1L8;3.A.1.5.41_P77737	oligopeptide transport system ATP-binding protein	NA
oprB	K07267	NA	1.B.19.1.1_Q51485;1.B.19.1.2_A4LTL1	porin	NA
oprD	K18093	3.4.21.-	1.B.25.1.11_Q9I0E2;1.B.25.1.12_Q9I6X0;1.B.25.1.1_P32722;1.B.25.1.32_B7V849;1.B.25.1.7_Q9I202;1.B.25.1.8_Q9HUR5	imipenem/basic amino acid-specific outer membrane pore [EC:3.4.21.-]	NA
oprN	K18300	NA	1.B.17	outer membrane protein, multidrug efflux system	NA
oprO_P	K07221	1.B.5.1	NA	phosphate-selective porin OprO and OprP	NA
opuBD	K05846	NA	3.A.1.12.10_Q87WH4;3.A.1.12.11_Q8Q042;3.A.1.12.11_Q8Q043;3.A.1.12.14_Q8ZPK1;3.A.1.12.14_Q8ZPK3;3.A.1.12.15_P33359;3.A.1.12.15_P33361;3.A.1.12.4_O34742;3.A.1.12.4_O34878;3.A.1.12.8_Q93A34	osmoprotectant transport system permease protein	NA
opuA	K05847	NA	3.A.1.12.10_Q87WH5;3.A.1.12.11_Q8Q041;3.A.1.12.14_Q8ZPK4;3.A.1.12.15_P33360;3.A.1.12.4_O34992;3.A.1.12.8_Q93A35	osmoprotectant transport system ATP-binding protein	NA
opuC	K05845	NA	3.A.1.12.10_Q87WH3;3.A.1.12.11_Q8Q040;3.A.1.12.14_Q8ZPK2;3.A.1.12.15_P33362;3.A.1.12.4_O32243	osmoprotectant transport system substrate-binding protein	NA
oqxB	K19585	NA	2.A.6.2.47	multidrug efflux pump	NA
oxlT	K08177	NA	2.A.1.11.3_P37662	MFS transporter, OFA family, oxalate/formate antiporter	NA
pap	K02029	NA	3.A.1.3.15_P54536;3.A.1.3.23_Q9HU29;3.A.1.3.23_Q9HU30;3.A.1.3.24_Q9F3K6	polar amino acid transport system permease protein	NA
pas	K02028	3.6.3.21	3.A.1.3.15_P54537;3.A.1.3.23_Q9HU32;3.A.1.3.24_Q9F3K7;3.A.1.3.25_Q9CES4	polar amino acid transport system ATP-binding protein [EC:3.6.3.21]	NA
paa	K02030	NA	2.A.56.3.1_P74223;3.A.1.3.15_P54535;3.A.1.3.15_P54536;3.A.1.3.23_Q9HU31;3.A.1.3.24_Q9F3K5;3.A.1.3.25_Q9CES5;3.A.1.3.27_Q8RCC4	polar amino acid transport system substrate-binding protein	NA
panF	K14392	NA	2.A.21.1	sodium/pantothenate symporter	NA
pbuE	K18567	NA	2.A.1.2.25_Q797E3	MFS transporter, DHA1 family, purine base/nucleoside efflux pump	NA
pbuG	K06901	NA	2.A.40.7.2_O34987;2.A.40.7.4_P31440;2.A.40.7.5_P0AF52;2.A.40.7.6_P31466;2.A.40.7.7_Q46817	putative MFS transporter, AGZA family, xanthine/uracil permease	NA
peb1A	K10039	NA	3.A.1.3.16_Q0P9X8	putative glutamine transport system substrate-binding protein	NA
peb1B	K10040	NA	3.A.1.3.16_A1VZQ3	putative glutamine transport system permease protein	NA
peb1C	K10041	3.6.3.-	3.A.1.3.16_A3ZI83	putative glutamine transport system ATP-binding protein [EC:3.6.3.-]	NA
phaC	K05560	NA	2.A.63.1	multicomponent K+:H+ antiporter subunit C	NA
phaF	K05563	NA	2.A.63.1	multicomponent K+:H+ antiporter subunit F	NA
phaG	K05564	NA	2.A.63.1	multicomponent K+:H+ antiporter subunit G	NA
phaE	K05562	NA	2.A.63.1	multicomponent K+:H+ antiporter subunit E	NA
phaD	K05561	NA	2.A.63.1	multicomponent K+:H+ antiporter subunit D	NA
phaA	K05559	NA	2.A.63.1	multicomponent K+:H+ antiporter subunit A	NA
pheP	K11732	NA	2.A.3.1.1_P24207	phenylalanine-specific permease	NA
phnS	K11081	NA	3.A.1.11.5	2-aminoethylphosphonate transport system substrate-binding protein	NA
phnV	K11082	NA	3.A.1.11.5	2-aminoethylphosphonate transport system permease protein	NA
phnU	K11083	NA	3.A.1.11.5	2-aminoethylphosphonate transport system permease protein	NA
phnT	K11084	NA	3.A.1.11.5	2-aminoethylphosphonate transport system ATP-binding protein	NA
phnC	K02041	3.6.3.28	3.A.1.9	phosphonate transport system ATP-binding protein [EC:3.6.3.28]	NA
phnE	K02042	NA	3.A.1.9	phosphonate transport system permease protein	NA
phnD	K02044	NA	3.A.1.9	phosphonate transport system substrate-binding protein	NA
PHO84	K08176	NA	2.A.1.1.15_P95908	MFS transporter, PHS family, inorganic phosphate transporter	NA
phoE	K11929	NA	1.B.1.1.2	outer membrane pore protein E	NA
pit	K16322	NA	2.A.20.1	low-affinity inorganic phosphate transporter	NA
proY	K11736	NA	2.A.3.1.23_P0AAE2;2.A.3.1.6_P37460	proline-specific permease ProY	NA
pstC	K02037	NA	3.A.1.7	phosphate transport system permease protein	NA
pstA	K02038	NA	3.A.1.7	phosphate transport system permease protein	NA
pstB	K02036	3.6.3.27	3.A.1.7	phosphate transport system ATP-binding protein [EC:3.6.3.27]	NA
pstS	K02040	NA	3.A.1.7	phosphate transport system substrate-binding protein	NA
psuT	K16324	NA	2.A.41.2.10_P33021	putative pseudouridine transporter	NA
ptsI	K08483	2.7.3.9	4.A.2.1.26_Q5V5X2	phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]	NA
fruB	K11183	NA	4.A.1.1.15_Q9HXN5;4.A.2.1.17_Q9HY55;4.A.2.1.19_M7QAG8;4.A.2.1.1_P69811	phosphocarrier protein FPr	NA
hpr	K11189	NA	4.A.1.1.15_Q9HXN5;4.A.2.1.19_M7QAG8;4.A.2.1.26_Q5V5X3	phosphocarrier protein	NA
ptsH	K02784	NA	8.A.8.1.1	phosphocarrier protein HPr	NA
pucJ	K16170	NA	2.A.40.3.2	uric acid permease	NA
putP	K11928	NA	2.A.21.2.1_P07117;2.A.21.2.2_Q7A4Q7;2.A.21.2.3_Q9I5F5;2.A.21.2.4_J7JIE8;2.A.21.2.6_O24896	sodium/proline symporter	NA
puuP	K14052	NA	2.A.3.1.13	putrescine importer	NA
pvdE	K06160	NA	3.A.1.113.2	putative ATP-binding cassette transporter	NA
rbsA	K10441	3.6.3.17	3.A.1.2.20_G4FGN3	ribose transport system ATP-binding protein [EC:3.6.3.17]	NA
rbsB	K10439	NA	3.A.1.2.20_G4FGN5	ribose transport system substrate-binding protein	NA
rbsC	K10440	NA	3.A.1.2.18_Q9WXW7;3.A.1.2.20_G4FGN4;3.A.1.2.6_P32720	ribose transport system permease protein	NA
rbsU	K06216	NA	2.A.7.5	putative ribose uptake protein	NA
rcnA	K08970	NA	2.A.52.2	nickel/cobalt exporter	NA
rhaP	K10560	NA	3.A.1.2.9_Q7BSH3	rhamnose transport system permease protein	NA
rhaQ	K10561	NA	3.A.1.2.9	rhamnose transport system permease protein	NA
rhaS	K10559	NA	3.A.1.2.9_Q7BSH5	rhamnose transport system substrate-binding protein	NA
rhaT1	K10562	3.6.3.17	3.A.1.2.9_Q7BSH4	rhamnose transport system ATP-binding protein [EC:3.6.3.17]	NA
rhaT2	K02856	NA	2.A.7.6.1_P27125;2.A.7.6.2_M5UGY9;2.A.7.6.3_I3CAS8	L-rhamnose-H+ transport protein	NA
rhtA	K11939	NA	2.A.7.3.6_P0AA67	inner membrane transporter RhtA	NA
rhtB	K05834	NA	2.A.76.1.1_P0AG34	homoserine/homoserine lactone efflux protein	NA
rhtC	K05835	NA	2.A.76.1.2_P0AG38	threonine efflux protein	NA
ribS	K02051	NA	3.A.1.17.11_D1CEG8;3.A.1.17.14_A9WGD2;3.A.1.17.7_A7NLS2	NitT/TauT family transport system substrate-binding protein	NA
ribP	K02050	NA	3.A.1.17.11_D1CEG9;3.A.1.17.14_A9WGD1;3.A.1.17.7_A7NLS3	NitT/TauT family transport system permease protein	NA
rocE	K02205	NA	2.A.3.1.11_P39137	arginine/ornithine permease	NA
rutG	K09016	NA	2.A.40.1.3_P75892	putative pyrimidine permease RutG	NA
sam	K15270	NA	2.A.7.3.54_Q1MIM3	S-adenosylmethionine uptake transporter	NA
sapA	K19226	NA	3.A.1.5.5	cationic peptide transport system substrate-binding protein	NA
sapB	K19227	NA	3.A.1.5.5	cationic peptide transport system permease protein	NA
sapC	K19228	NA	3.A.1.5.5	cationic peptide transport system permease protein	NA
sapD	K19229	NA	3.A.1.5.5	cationic peptide transport system ATP-binding protein	NA
sapF	K19230	NA	3.A.1.5.5	cationic peptide transport system ATP-binding protein	NA
satP	K07034	NA	2.A.96.1.1_P0AC98	uncharacterized protein	NA
scrEIIA	K02808	2.7.1.69	4.A.1.2.10_P15400;4.A.1.2.12_Q8NMD6;4.A.1.2.16_ART98386;4.A.1.2.1_P08470;4.A.1.2.9_P05306	PTS system, sucrose-specific IIA component [EC:2.7.1.69]	NA
scrEIIB	K02809	2.7.1.69	4.A.1.2.10_P15400;4.A.1.2.12_Q8NMD6;4.A.1.2.16_ART98386;4.A.1.2.1_P08470;4.A.1.2.9_P05306	PTS system, sucrose-specific IIB component [EC:2.7.1.69]	NA
scrEIIC	K02810	NA	4.A.1.2.10_P15400;4.A.1.2.12_Q8NMD6;4.A.1.2.16_ART98386;4.A.1.2.1_P08470;4.A.1.2.9_P05306	PTS system, sucrose-specific IIC component	NA
scrY	K16077	NA	1.B.3.1.2_P22340	sucrose porin	NA
sdaC	K03837	NA	2.A.42.2.1_P0AAD6	serine transporter	NA
sitA	K11604	NA	3.A.1.15.7;3.A.1.15.9	manganese/iron transport system substrate-binding protein	NA
sitB	K11607	NA	3.A.1.15.7;3.A.1.15.9	manganese/iron transport system ATP-binding protein	NA
sitC	K11605	NA	3.A.1.15.7;3.A.1.15.9	manganese/iron transport system permease protein	NA
sitD	K11606	NA	3.A.1.15.7;3.A.1.15.9	manganese/iron transport system permease protein	NA
smeB	K18322	NA	2.A.6.2.41	multidrug efflux pump	NA
smeC	K18323	NA	1.B.17;2.A.6.2.41	outer membrane protein, multidrug efflux system	NA
sorEIIA	K02812	2.7.1.69	4.A.6.1.3_P37080	PTS system, sorbose-specific IIA component [EC:2.7.1.69]	NA
sorEIIB	K02813	2.7.1.69	4.A.6.1.24_A1RZ66;4.A.6.1.3_P37081	PTS system, sorbose-specific IIB component [EC:2.7.1.69]	NA
sorEIIC	K02814	NA	4.A.6.1.1_P69801;4.A.6.1.3_P37082	PTS system, sorbose-specific IIC component	NA
sorEIID	K02815	NA	4.A.6.1.3_P37083	PTS system, sorbose-specific IID component	NA
sotB	K08159	NA	2.A.1.2.15_P31122;2.A.1.2.18_Q9S3J9	MFS transporter, DHA1 family, L-arabinose/isopropyl-beta-D-thiogalactopyranoside export protein	NA
sstT	K07862	NA	2.A.23.4.1_P0AGE4	serine/threonine transporter	NA
ssuB	K15555	3.6.3.-	3.A.1.17.2	sulfonate transport system ATP-binding protein [EC:3.6.3.-]	NA
ssuC	K15554	NA	3.A.1.17.2	sulfonate transport system permease protein	NA
ssuA	K15553	NA	3.A.1.17.2	sulfonate transport system substrate-binding protein	NA
steA	K18216	NA	3.A.1	ATP-binding cassette, subfamily B, tetracycline resistant protein	NA
steB	K18217	NA	3.A.1	ATP-binding cassette, subfamily B, tetracycline resistant protein	NA
sugP	K02025	NA	3.A.1.1.31_O50452;3.A.1.1.37_Q9WYB4;3.A.1.1.41_G4FGN7;3.A.1.1.42_Q9FBS6;3.A.1.1.43_Q9FBS6;3.A.1.1.46_P0AFR7;3.A.1.1.48_D6ZW63;3.A.1.1.7_O51924	multiple sugar transport system permease protein	NA
sugP1	K02026	NA	3.A.1.1.31_O50453;3.A.1.1.41_G4FGN6;3.A.1.1.46_P77716;3.A.1.1.48_D6ZW62;3.A.1.1.7_O51925	multiple sugar transport system permease protein	NA
sugS1	K02027	NA	3.A.1.1.31_Q7D8J9;3.A.1.1.41_G4FGN8;3.A.1.1.42_Q9FBS5;3.A.1.1.43_Q9FBS5;3.A.1.1.46_P76042;3.A.1.1.48_D6ZW64;3.A.1.1.7_O51923	multiple sugar transport system substrate-binding protein	NA
sugA	K02056	3.6.3.17	3.A.1.2.14_Q0HIQ7;3.A.1.2.20_G4FGN3;3.A.1.2.23_Q8G847;3.A.1.2.25_Q6BEX0;3.A.1.2.27_P77509;3.A.1.2.10_O83341;3.A.1.2.12_Q8DU37;3.A.1.2.17_A2RKA7;3.A.1.2.28_R9USS2	simple sugar transport system ATP-binding protein [EC:3.6.3.17]	NA
sugP2	K02057	NA	3.A.1.2.14_Q0HIQ5;3.A.1.2.14_Q0HIQ6;3.A.1.2.18_Q9WXW0;3.A.1.2.23_Q8G845;3.A.1.2.23_Q8G846;3.A.1.2.25_P37772;3.A.1.2.25_P39328;3.A.1.2.27_P77315;3.A.1.2.10_O83342;3.A.1.2.10_O83343;3.A.1.2.12_Q8DU38;3.A.1.2.12_Q8DU39;3.A.1.2.17_A2RKA5;3.A.1.2.17_A2RKA6;3.A.1.2.28_O83323;3.A.1.2.28_O83324	simple sugar transport system permease protein	NA
sugS2	K02058	NA	3.A.1.2.14_Q0HIQ8;3.A.1.2.23_Q8G848;3.A.1.2.25_P39325;3.A.1.2.27_P77269;3.A.1.2.28_R9UW99	simple sugar transport system substrate-binding protein	NA
syrD	K06161	NA	3.A.1.113.1	putative ATP-binding cassette transporter	NA
tagH	K09693	3.6.3.40	3.A.1.104	teichoic acid transport system ATP-binding protein [EC:3.6.3.40]	NA
tagG	K09692	NA	3.A.1.104	teichoic acid transport system permease protein	NA
tauB	K10831	3.6.3.36	3.A.1.17.1;3.A.1.17.4	taurine transport system ATP-binding protein [EC:3.6.3.36]	NA
tauC	K15552	NA	3.A.1.17.1;3.A.1.17.4	taurine transport system permease protein	NA
tauA	K15551	NA	3.A.1.17.1;3.A.1.17.4	taurine transport system substrate-binding protein	NA
tc_2.A.76.1.6	K16327	NA	2.A.76.1.6_Q3J2V9	putative LysE/RhtB family amino acid efflux pump	NA
tc.aat	K03293	NA	2.A.3.1.20_F2HQ24;2.A.3.1.21_F2HQ25	amino acid transporter, AAT family	NA
tc.agcs	K03310	NA	2.A.25.1.10_P30143;2.A.25.1.1_P30144;2.A.25.1.2_P30145;2.A.25.1.3_Q6LX42;2.A.25.1.4_Q8EII1;2.A.25.1.5_Q45068;2.A.25.1.9_W0WFC6	alanine or glycine:cation symporter, AGCS family	NA
tc.apa	K03294	NA	2.A.3.3.16_Q9L100;2.A.3.3.22_Q8R706;2.A.3.3.23_s6ex81;2.A.3.8.12_O34739;2.A.3.8.28_K1M2K1	basic amino acid/polyamine antiporter, APA family	NA
tc.bat2	K09936	NA	2.A.7.21.9_D3P9M1;2.A.7.21.5_G8WDN2;2.A.7.21.5_G8WDN3	bacterial/archaeal transporter family-2 protein	NA
tc.citmhs	K03300	NA	2.A.11.1.6_A4QA05	citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family	NA
tc.cnt	K03317	NA	2.A.41.2.11_Q9KPL5	concentrative nucleoside transporter, CNT family	NA
tc.dass	K03319	NA	2.A.47.3.4_Q6D017	divalent anion:Na+ symporter, DASS family	NA
TC.DME	K03298	NA	2.A.7.3	drug/metabolite transporter, DME family	NA
tc.fev	K02014	NA	1.B.14.12.1_Q9A608;1.B.14.12.2_Q9AAZ6;1.B.14.6.1_Q45780;1.B.14.1.10_Q82VI7;1.B.14.1.11_P11461;1.B.14.1.12_Q9HXB2;1.B.14.1.15_Q05202;1.B.14.1.17_Q01674;1.B.14.1.21_B6R297;1.B.14.1.26_Q8G8W9;1.B.14.1.7_A4LBD1;1.B.14.14.1_Q8A552;1.B.14.8.2_Q2M5P4;1.B.14.9.3_Q7CGN6	iron complex outermembrane recepter protein	NA
TC.GNTP	K03299	NA	2.A.8	gluconate:H+ symporter, GntP family	NA
tc.gph	K03292	NA	2.A.2.3.12_Q745T8;2.A.2.3.7_Q0HIQ0	glycoside/pentoside/hexuronide:cation symporter, GPH family	NA
TC.HAE1	K03296	NA	2.A.6.3.1_P25197;2.A.6.3.2_A9CGX6;2.A.6.3.3_E8PBU7;2.A.6.3.4_Q1DEX6;2.A.6.3.6_Q8CX78;2.A.6.2.23_Q6VV68	hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family	NA
tc.livcs	K03311	NA	2.A.26.1.10_P0AD99;2.A.26.1.1_P19072;2.A.26.1.2_P25185;2.A.26.1.3_P54104;2.A.26.1.4_O84558;2.A.26.1.5_C0CGS2;2.A.26.1.8_B8J0B8;2.A.26.1.9_F2HK99	branched-chain amino acid:cation transporter, LIVCS family	NA
tc.ncs1	K03457	NA	2.A.39.5.1_Q082R8;2.A.39.1.5_P94369;2.A.39.3.12_V9SBV7	nucleobase:cation symporter-1, NCS1 family	NA
tc.ncs2	K03458	NA	2.A.40.2.1_P50487	nucleobase:cation symporter-2, NCS2 family	NA
tc.nss	K03308	NA	2.A.22.4.1_O50649;2.A.22.4.3_Q8NRL8;2.A.22.5.2_Q8RHM5	neurotransmitter:Na+ symporter, NSS family	NA
tc.pot	K03305	NA	2.A.17.1.1_P0C2U2;2.A.17.1.2_P77304;2.A.17.1.3_P36837;2.A.17.1.6_Q5M4H8;2.A.17.4.7_Q8EKT7	proton-dependent oligopeptide transporter, POT family	NA
tc.sss	K03307	NA	2.A.21.2.2_Q7A4Q7;2.A.21.2.5_M1TZ79;2.A.21.3.19_Q8AAV7;2.A.21.3.21_P31448;2.A.21.3.2_P96169;2.A.21.3.9_A8H019;2.A.21.4.1_Q8VM88	solute:Na+ symporter, SSS family	NA
tc.sulp	K03321	NA	2.A.53.3.13_Q1J2S8	sulfate permease, SulP family	NA
tc2.A.86.1.7	K20469	NA	2.A.86.1.7	putative heme transporter	NA
tctB	K07794	NA	2.A.80.1.4_S5XH28	putative tricarboxylic transport membrane protein	NA
tctC	K07795	NA	2.A.80.1.4_S5XTE7	putative tricarboxylic transport membrane protein	NA
tctA	K07793	NA	2.A.80.1.4_S5Y5N9	putative tricarboxylic transport membrane protein	NA
tcyA	K02424	NA	3.A.1.3.28_B8F896	cystine transport system substrate-binding protein	NA
tcyB	K10009	NA	3.A.1.3.28_B8F897	cystine transport system permease protein	NA
tcyC	K10010	3.6.3.-	3.A.1.3.28_B8F898	cystine transport system ATP-binding protein [EC:3.6.3.-]	NA
tcyJ	K16956	NA	3.A.1.3.13	L-cystine transport system substrate-binding protein	NA
tcyK	K16957	NA	3.A.1.3.13	L-cystine transport system substrate-binding protein	NA
tcyL	K16958	NA	3.A.1.3.13	L-cystine transport system permease protein	NA
tcyM	K16959	NA	3.A.1.3.13	L-cystine transport system permease protein	NA
tcyN	K16960	3.6.3.-	3.A.1.3.13	L-cystine transport system ATP-binding protein [EC:3.6.3.-]	NA
tdcC	K03838	NA	2.A.42.2.2_P0AAD8	threonine transporter	NA
tehA	K03304	NA	2.A.16.1	tellurite resistance protein	NA
tet35	K18218	NA	NA	tetracycline resistance efflux pump	NA
thiQ	K02062	NA	3.A.1.19.2_Q73RE4	thiamine transport system ATP-binding protein	NA
thiP	K02063	NA	3.A.1.19.2_Q73RE5	thiamine transport system permease protein	NA
thiB	K02064	NA	3.A.1.19.2_Q73RE6	thiamine transport system substrate-binding protein	NA
thiT	K16789	NA	2.A.88.3	thiamine transporter	NA
thuE	K10236	NA	3.A.1.1.12_Q9AI68;3.A.1.1.17_Q9R9Q7;3.A.1.1.19_Q8L126;3.A.1.1.25_Q72H68	trehalose/maltose transport system substrate-binding protein	NA
thuF	K10237	NA	3.A.1.1.12_Q9AI67;3.A.1.1.17_Q9R9Q6;3.A.1.1.19_Q8L125;3.A.1.1.25_Q72H67;3.A.1.1.41_G4FGN7	trehalose/maltose transport system permease protein	NA
thuG	K10238	NA	3.A.1.1.12_Q9AI66;3.A.1.1.17_Q9R9Q5;3.A.1.1.25_Q72H66	trehalose/maltose transport system permease protein	NA
tnaB	K03836	NA	2.A.42.1.3_P23173	low affinity tryptophan permease	NA
togA	K10195	NA	3.A.1.1.11_Q93KB8	oligogalacturonide transport system ATP-binding protein	NA
togM	K10193	NA	3.A.1.1.11_Q93KC0	oligogalacturonide transport system permease protein	NA
togN	K10194	NA	3.A.1.1.11_Q93KB9	oligogalacturonide transport system permease protein	NA
togB	K10192	NA	3.A.1.1.11_Q93KB7	oligogalacturonide transport system substrate-binding protein	NA
togT	K16210	NA	2.A.2.5.1_Q93KC2	oligogalacturonide transporter	NA
tolQ	K03562	NA	1.A.30.2.2	biopolymer transport protein TolQ	NA
tolR	K03560	NA	1.A.30.2.2	biopolymer transport protein TolR	NA
treEIIA	K02817	2.7.1.69	4.A.1.2.13_Q720G7;4.A.1.2.4_P36672;4.A.1.2.8_P39794	PTS system, trehalose-specific IIA component [EC:2.7.1.69]	NA
treEIIB	K02818	2.7.1.69	4.A.1.2.13_Q720G7;4.A.1.2.4_P36672;4.A.1.2.8_P39794	PTS system, trehalose-specific IIB component [EC:2.7.1.69]	NA
treEIIC	K02819	NA	4.A.1.2.13_Q720G7;4.A.1.2.4_P36672;4.A.1.2.8_P39794	PTS system, trehalose-specific IIC component	NA
triC	K21134	NA	2.A.6.2.27	multidrug efflux pump	NA
trkA	K03499	NA	2.A.38.1;2.A.38.4	trk system potassium uptake protein	NA
trkH	K03498	NA	2.A.38.1;2.A.38.4	trk system potassium uptake protein	NA
troA	K11707	NA	3.A.1.15.8	manganese/zinc/iron transport system substrate-binding protein	NA
troB	K11710	NA	3.A.1.15.8	manganese/zinc/iron transport system ATP- binding protein	NA
troC	K11708	NA	3.A.1.15.8	manganese/zinc/iron transport system permease protein	NA
troD	K11709	NA	3.A.1.15.8	manganese/zinc/iron transport system permease protein	NA
trpA	K05833	NA	3.A.1.34.1_Q99ZY3	putative ABC transport system ATP-binding protein	NA
trpP	K05832	NA	3.A.1.34.1_Q99ZY4	putative ABC transport system permease protein	NA
trpS	K01989	NA	3.A.1.34.1_Q99ZY6	putative ABC transport system substrate-binding protein	NA
tsx	K05517	NA	1.B.10.1.1_P0A927	nucleoside-specific channel-forming protein	NA
ttdT	K11106	NA	2.A.47.3.3_P39414	L-tartrate/succinate antiporter	NA
tuaB	K16694	NA	2.A.66.2.6	teichuronic acid exporter	NA
tupA	K05772	NA	3.A.1.6.2;3.A.1.6.4	tungstate transport system substrate-binding protein	NA
tupB	K05773	NA	3.A.1.6.2;3.A.1.6.4	tungstate transport system permease protein	NA
tupC	K06857	3.6.3.55	3.A.1.6.2;3.A.1.6.4	tungstate transport system ATP-binding protein [EC:3.6.3.55]	NA
tutB	K03318	NA	2.A.42.1.4_Q47825	tyrosine permease	NA
tyrP	K03834	NA	2.A.42.1.1_P0AAD4;2.A.42.1.5_Q5NFU3	tyrosine-specific transport protein	NA
ugpC	K05816	3.6.3.20	3.A.1.12.4_O34992	sn-glycerol 3-phosphate transport system ATP-binding protein [EC:3.6.3.20]	NA
ugpE	K05815	NA	3.A.1.1.3	sn-glycerol 3-phosphate transport system permease protein	NA
ugpA	K05814	NA	3.A.1.1.3	sn-glycerol 3-phosphate transport system permease protein	NA
ugpB	K05813	NA	3.A.1.1.3	sn-glycerol 3-phosphate transport system substrate-binding protein	NA
uhpC	K07783	NA	2.A.1.4.4_P09836;2.A.1.4.6_Q9Z7N9	MFS transporter, OPA family, sugar phosphate sensor protein UhpC	NA
uidC	K16140	NA	1.B.25.1.5	putative glucuronide porin	NA
uidB	K16139	NA	2.A.2	glucuronide carrier protein	NA
ulaEIIA	K02821	2.7.1.69	4.A.2.1.24_P69824	PTS system, ascorbate-specific IIA component [EC:2.7.1.69]	NA
ulaEIIB	K02822	2.7.1.69	4.A.7.1	PTS system, ascorbate-specific IIB component [EC:2.7.1.69]	NA
ulaEIIC	K03475	NA	4.A.7.1	PTS system, ascorbate-specific IIC component	NA
uraA	K02824	NA	2.A.40.1.1_P0AGM7;2.A.40.1.2_Q9CF78;2.A.40.1.4_P39766	uracil permease	NA
urtB	K11960	NA	3.A.1.4.4;3.A.1.4.5	urea transport system permease protein	NA
urtD	K11962	NA	3.A.1.4.4;3.A.1.4.5	urea transport system ATP-binding protein	NA
urtE	K11963	NA	3.A.1.4.4;3.A.1.4.5	urea transport system ATP-binding protein	NA
urtA	K11959	NA	3.A.1.4.4;3.A.1.4.5	urea transport system substrate-binding protein	NA
urtC	K11961	NA	3.A.1.4.4;3.A.1.4.5	urea transport system permease protein	NA
utp	K08717	NA	1.A.28.2	urea transporter	NA
vb1xA	K05779	NA	NA	putative thiamine transport system ATP-binding protein	NA
vb1xS	K05777	NA	NA	putative thiamine transport system substrate-binding protein	NA
vb1xP	K05778	NA	NA	putative thiamine transport system permease protein	NA
vexF	K18989	NA	2.A.6.2.30	multidrug efflux pump	NA
vpsM	K20920	NA	1.B.66.3.1;1.B.66.3.2	polysaccharide biosynthesis protein VpsM	NA
vpsN	K20988	NA	1.B.18	polysaccharide biosynthesis/export protein VpsN	NA
wtpA	K15495	NA	3.A.1.6.5	molybdate/tungstate transport system substrate-binding protein	NA
wtpB	K15496	NA	3.A.1.6.5	molybdate/tungstate transport system permease protein	NA
